"id","age","learn_freq","totalmin","nbr_freq","nbr_id","mode"
120207,13,0,273,1,120237,"Vertical"
120207,13,0,273,5,120206,"Horizontal Extrafamilial"
120207,13,0,273,4,120259,"Oblique Extrafamilial"
120207,13,0,273,2,120247,"Oblique Extrafamilial"
120207,13,0,273,1,120205,"Horizontal Extrafamilial"
120208,6,0,225,10,120206,"Horizontal Extrafamilial"
120208,6,1,225,8,120257,"Oblique Extrafamilial"
120208,6,0,225,12,120258,"Oblique Extrafamilial"
120208,6,0,225,3,120259,"Oblique Extrafamilial"
120208,6,0,225,3,141,"Oblique Extrafamilial"
120208,6,1,225,5,120256,"Oblique Extrafamilial"
120208,6,0,225,1,120205,"Horizontal Intrafamilial"
120208,6,0,225,3,120255,"Oblique Intrafamilial"
120208,6,0,225,9,120249,"Horizontal Intrafamilial"
120208,6,0,225,2,120235,"Horizontal Extrafamilial"
120208,6,0,225,5,120203,"Horizontal Extrafamilial"
120208,6,0,225,5,120244,"Horizontal Extrafamilial"
120208,6,0,225,7,120225,"Horizontal Extrafamilial"
120208,6,0,225,4,120229,"Horizontal Extrafamilial"
120208,6,0,225,1,120248,"Oblique Extrafamilial"
120208,6,0,225,1,120221,"Oblique Intrafamilial"
130401,10,1,277,4,141,"Oblique Extrafamilial"
130401,10,0,277,3,110,"Horizontal Extrafamilial"
130401,10,0,277,27,130403,"Horizontal Intrafamilial"
130401,10,0,277,7,140,"Oblique Extrafamilial"
130401,10,0,277,2,130444,"Horizontal Extrafamilial"
130402,13,2,245,8,130421,"Oblique Intrafamilial"
130402,13,1,245,3,130428,"Oblique Intrafamilial"
130402,13,0,245,1,130422,"Oblique Intrafamilial"
130402,13,0,245,28,130401,"Horizontal Intrafamilial"
130402,13,0,245,6,141,"Oblique Extrafamilial"
130402,13,0,245,2,130432,"Horizontal Intrafamilial"
130402,13,0,245,5,130435,"Horizontal Extrafamilial"
130402,13,0,245,8,130404,"Horizontal Extrafamilial"
130402,13,0,245,3,240,"Oblique Extrafamilial"
130402,13,0,245,3,241,"Oblique Extrafamilial"
130402,13,0,245,3,130441,"Horizontal Extrafamilial"
130402,13,0,245,1,130403,"Horizontal Intrafamilial"
130402,13,3,245,3,130431,"Horizontal Extrafamilial"
130403,8,0,242,8,130444,"Horizontal Extrafamilial"
130403,8,1,242,8,130421,"Oblique Intrafamilial"
130403,8,0,242,2,130420,"Oblique Extrafamilial"
130403,8,1,242,2,120,"Horizontal Extrafamilial"
130403,8,0,242,28,130432,"Horizontal Intrafamilial"
130403,8,0,242,12,130431,"Horizontal Extrafamilial"
130403,8,3,242,17,130402,"Horizontal Intrafamilial"
130403,8,0,242,19,130404,"Horizontal Extrafamilial"
130403,8,1,242,1,140,"Oblique Extrafamilial"
130403,8,0,242,2,130428,"Oblique Intrafamilial"
130403,8,0,242,14,130442,"Horizontal Extrafamilial"
130403,8,0,242,1,130437,"Oblique Extrafamilial"
130403,8,0,242,1,130440,"Horizontal Extrafamilial"
130404,9,0,242,1,130436,"Vertical"
130404,9,2,242,24,130403,"Horizontal Extrafamilial"
130404,9,4,242,21,130441,"Horizontal Intrafamilial"
130404,9,3,242,18,130442,"Horizontal Intrafamilial"
130404,9,1,242,9,130405,"Horizontal Extrafamilial"
130404,9,2,242,9,130435,"Horizontal Extrafamilial"
130404,9,1,242,6,130402,"Horizontal Extrafamilial"
130404,9,0,242,8,130440,"Horizontal Intrafamilial"
130404,9,1,242,4,130437,"Oblique Intrafamilial"
130404,9,0,242,1,140,"Oblique Extrafamilial"
130404,9,0,242,1,130444,"Horizontal Extrafamilial"
130404,9,0,242,1,130420,"Remote Generation"
130404,9,3,242,17,120,"Horizontal Extrafamilial"
130404,9,1,242,11,121,"Horizontal Extrafamilial"
130404,9,2,242,4,111,"Horizontal Extrafamilial"
130404,9,0,242,6,141,"Oblique Extrafamilial"
130405,5,0,271,12,130444,"Horizontal Extrafamilial"
130405,5,1,271,13,130403,"Horizontal Extrafamilial"
130405,5,0,271,12,130402,"Horizontal Extrafamilial"
130405,5,0,271,18,130428,"Oblique Extrafamilial"
130405,5,0,271,12,130422,"Oblique Extrafamilial"
130405,5,0,271,2,240,"Oblique Extrafamilial"
130405,5,0,271,1,230,"Horizontal Extrafamilial"
130405,5,0,271,10,130436,"Oblique Extrafamilial"
130405,5,0,271,14,130404,"Horizontal Extrafamilial"
130405,5,6,271,8,130433,"Vertical"
130405,5,0,271,4,130440,"Horizontal Extrafamilial"
130405,5,0,271,2,130437,"Oblique Extrafamilial"
130405,5,0,271,1,130,"Horizontal Extrafamilial"
130405,5,0,271,3,130441,"Horizontal Extrafamilial"
130405,5,0,271,12,130442,"Horizontal Extrafamilial"
150103,11,0,276,38,150132,"Horizontal Intrafamilial"
150103,11,0,276,20,150140,"Horizontal Intrafamilial"
150103,11,2,276,7,150139,"Oblique Extrafamilial"
150103,11,3,276,17,150104,"Horizontal Intrafamilial"
150103,11,0,276,37,150106,"Horizontal Intrafamilial"
150103,11,0,276,46,150107,"Horizontal Intrafamilial"
150103,11,3,276,11,150135,"Oblique Extrafamilial"
150103,11,0,276,9,150134,"Oblique Intrafamilial"
150103,11,0,276,29,150108,"Horizontal Intrafamilial"
150103,11,3,276,11,150130,"Vertical"
150103,11,4,276,12,150125,"Horizontal Extrafamilial"
150103,11,0,276,6,150124,"Horizontal Extrafamilial"
150103,11,0,276,1,150129,"Vertical"
150103,11,0,276,5,150127,"Oblique Extrafamilial"
150103,11,0,276,2,150120,"Oblique Extrafamilial"
150104,15,0,270,18,150140,"Horizontal Intrafamilial"
150104,15,1,270,12,150107,"Horizontal Intrafamilial"
150104,15,2,270,6,150127,"Oblique Extrafamilial"
150104,15,0,270,11,150106,"Horizontal Intrafamilial"
150104,15,0,270,1,150126,"Oblique Extrafamilial"
150104,15,1,270,3,150129,"Vertical"
150104,15,0,270,7,150108,"Horizontal Intrafamilial"
150104,15,1,270,3,150120,"Oblique Extrafamilial"
150106,6,1,322,6,150125,"Horizontal Extrafamilial"
150106,6,2,322,11,150126,"Oblique Extrafamilial"
150106,6,3,322,6,150122,"Oblique Extrafamilial"
150106,6,4,322,13,150104,"Horizontal Intrafamilial"
150106,6,3,322,11,150139,"Oblique Extrafamilial"
150106,6,2,322,15,150132,"Horizontal Intrafamilial"
150106,6,20,322,30,150103,"Horizontal Intrafamilial"
150106,6,20,322,32,150108,"Horizontal Intrafamilial"
150106,6,3,322,10,150135,"Vertical"
150106,6,3,322,8,150134,"Vertical"
150106,6,2,322,8,150140,"Horizontal Extrafamilial"
150106,6,1,322,6,150121,"Oblique Intrafamilial"
150106,6,1,322,1,150120,"Oblique Extrafamilial"
150107,7,0,276,12,150104,"Horizontal Intrafamilial"
150107,7,19,276,19,150129,"Vertical"
150107,7,0,276,4,150123,"Oblique Intrafamilial"
150107,7,4,276,17,150103,"Horizontal Intrafamilial"
150107,7,2,276,4,150127,"Oblique Extrafamilial"
150107,7,0,276,11,150106,"Horizontal Intrafamilial"
150107,7,0,276,7,150124,"Horizontal Extrafamilial"
150107,7,2,276,10,150108,"Horizontal Intrafamilial"
150107,7,1,276,5,150125,"Horizontal Extrafamilial"
150107,7,0,276,2,150126,"Oblique Extrafamilial"
150107,7,0,276,2,150135,"Oblique Extrafamilial"
150107,7,0,276,6,150134,"Oblique Intrafamilial"
150107,7,0,276,6,150120,"Oblique Extrafamilial"
150107,7,0,276,9,150140,"Horizontal Intrafamilial"
150108,7,2,184,9,150132,"Horizontal Intrafamilial"
150108,7,1,184,5,150130,"Oblique Extrafamilial"
150108,7,1,184,8,150104,"Horizontal Intrafamilial"
150108,7,0,184,25,150106,"Horizontal Intrafamilial"
150108,7,4,184,21,150103,"Horizontal Intrafamilial"
150108,7,0,184,2,150129,"Oblique Intrafamilial"
150108,7,1,184,32,150107,"Horizontal Intrafamilial"
150108,7,0,184,6,150134,"Vertical"
150108,7,0,184,12,150135,"Vertical"
150108,7,2,184,9,150131,"Horizontal Extrafamilial"
150108,7,1,184,7,150122,"Oblique Extrafamilial"
150108,7,1,184,5,150120,"Oblique Extrafamilial"
150108,7,0,184,3,150121,"Oblique Intrafamilial"
150108,7,0,184,3,150125,"Horizontal Extrafamilial"
150201,6,3,276,28,150205,"Horizontal Extrafamilial"
150201,6,0,276,25,150238,"Horizontal Extrafamilial"
150201,6,1,276,3,150231,"Oblique Intrafamilial"
150201,6,9,276,10,150235,"Oblique Extrafamilial"
150201,6,0,276,26,150202,"Horizontal Extrafamilial"
150201,6,0,276,6,150220,"Remote Generation"
150201,6,1,276,2,150221,"Remote Generation"
150201,6,0,276,12,150224,"Horizontal Intrafamilial"
150201,6,3,276,10,150204,"Horizontal Extrafamilial"
150201,6,5,276,9,150227,"Oblique Extrafamilial"
150201,6,0,276,5,240,"Oblique Extrafamilial"
150201,6,0,276,3,150239,"Oblique Extrafamilial"
150202,5,2,276,34,150238,"Horizontal Extrafamilial"
150202,5,1,276,4,140,"Oblique Extrafamilial"
150202,5,6,276,6,150227,"Oblique Extrafamilial"
150202,5,2,276,23,150203,"Horizontal Extrafamilial"
150202,5,4,276,10,150235,"Oblique Extrafamilial"
150202,5,2,276,15,150224,"Horizontal Extrafamilial"
150202,5,1,276,5,150234,"Oblique Intrafamilial"
150202,5,10,276,26,130,"Horizontal Extrafamilial"
150202,5,0,276,4,150237,"Oblique Extrafamilial"
150202,5,0,276,6,150204,"Horizontal Extrafamilial"
150202,5,1,276,2,120,"Horizontal Extrafamilial"
150203,5,0,276,15,150202,"Horizontal Extrafamilial"
150203,5,1,276,9,150231,"Oblique Intrafamilial"
150203,5,3,276,12,150205,"Horizontal Intrafamilial"
150203,5,3,276,16,150233,"Horizontal Intrafamilial"
150203,5,6,276,15,150238,"Horizontal Intrafamilial"
150203,5,0,276,5,150234,"Oblique Intrafamilial"
150203,5,0,276,6,150204,"Horizontal Intrafamilial"
150203,5,0,276,3,150235,"Oblique Intrafamilial"
150203,5,0,276,1,240,"Oblique Extrafamilial"
150203,5,1,276,1,150232,"Oblique Extrafamilial"
150203,5,0,276,1,150239,"Oblique Extrafamilial"
150204,14,0,185,6,150231,"Oblique Intrafamilial"
150204,14,1,185,9,150221,"Oblique Extrafamilial"
150204,14,0,185,12,150239,"Oblique Extrafamilial"
150204,14,2,185,3,150203,"Horizontal Intrafamilial"
150204,14,0,185,9,150224,"Horizontal Extrafamilial"
150204,14,1,185,3,150201,"Horizontal Extrafamilial"
150204,14,2,185,3,150234,"Vertical"
150204,14,0,185,2,150227,"Oblique Extrafamilial"
150204,14,0,185,3,150235,"Oblique Intrafamilial"
150204,14,2,185,6,241,"Oblique Extrafamilial"
150204,14,3,185,4,150232,"Oblique Extrafamilial"
150205,12,4,276,15,150231,"Vertical"
150205,12,0,276,4,150204,"Horizontal Intrafamilial"
150205,12,1,276,10,150235,"Oblique Intrafamilial"
150205,12,1,276,2,150232,"Vertical"
150205,12,0,276,5,150227,"Oblique Extrafamilial"
150205,12,0,276,9,220,"Horizontal Extrafamilial"
150205,12,0,276,13,150224,"Horizontal Extrafamilial"
150205,12,1,276,1,240,"Oblique Extrafamilial"
150205,12,6,276,6,150234,"Oblique Intrafamilial"
150301,4,0,288,6,150324,"Horizontal Intrafamilial"
150301,4,4,288,5,150310,"Horizontal Extrafamilial"
150301,4,0,288,9,150332,"Oblique Extrafamilial"
150301,4,0,288,7,240,"Oblique Extrafamilial"
150301,4,0,288,6,230,"Horizontal Extrafamilial"
150301,4,0,288,3,211,"Horizontal Extrafamilial"
150301,4,0,288,5,150307,"Horizontal Intrafamilial"
150301,4,0,288,1,120,"Horizontal Extrafamilial"
150301,4,0,288,3,150325,"Oblique Intrafamilial"
150301,4,2,288,4,150326,"Oblique Extrafamilial"
150301,4,0,288,7,150322,"Vertical"
150301,4,0,288,1,150305,"Horizontal Extrafamilial"
150301,4,2,288,4,150302,"Horizontal Extrafamilial"
150301,4,0,288,2,150303,"Horizontal Extrafamilial"
150301,4,0,288,1,150355,"Horizontal Extrafamilial"
150301,4,0,288,2,150306,"Horizontal Extrafamilial"
150301,4,2,288,7,150346,"Horizontal Extrafamilial"
150301,4,4,288,5,150343,"Horizontal Extrafamilial"
150301,4,0,288,3,241,"Oblique Extrafamilial"
150301,4,1,288,5,150329,"Oblique Intrafamilial"
150301,4,1,288,4,150351,"Horizontal Extrafamilial"
150301,4,0,288,3,150345,"Oblique Extrafamilial"
150301,4,0,288,1,150320,"Remote Generation"
150302,7,0,276,9,150346,"Horizontal Intrafamilial"
150302,7,1,276,7,150345,"Oblique Intrafamilial"
150302,7,2,276,7,150340,"Remote Generation"
150302,7,0,276,8,150303,"Horizontal Intrafamilial"
150302,7,0,276,22,150343,"Horizontal Intrafamilial"
150302,7,0,276,1,150304,"Horizontal Extrafamilial"
150302,7,0,276,3,140,"Oblique Extrafamilial"
150302,7,2,276,3,141,"Oblique Extrafamilial"
150302,7,2,276,8,150306,"Horizontal Intrafamilial"
150302,7,2,276,3,131,"Horizontal Extrafamilial"
150302,7,2,276,7,150305,"Horizontal Extrafamilial"
150302,7,0,276,2,150333,"Oblique Extrafamilial"
150302,7,0,276,9,150351,"Horizontal Extrafamilial"
150302,7,0,276,2,150329,"Oblique Extrafamilial"
150302,7,0,276,1,150320,"Oblique Extrafamilial"
150302,7,0,276,1,150350,"Oblique Extrafamilial"
150302,7,0,276,3,150347,"Oblique Intrafamilial"
150302,7,2,276,6,150348,"Oblique Extrafamilial"
150302,7,3,276,5,150332,"Oblique Extrafamilial"
150302,7,0,276,2,150353,"Oblique Extrafamilial"
150303,8,0,230,2,150346,"Horizontal Intrafamilial"
150303,8,1,230,1,150345,"Vertical"
150303,8,0,230,14,141,"Oblique Extrafamilial"
150303,8,0,230,30,150306,"Horizontal Intrafamilial"
150303,8,3,230,6,131,"Horizontal Extrafamilial"
150303,8,0,230,2,150355,"Horizontal Extrafamilial"
150303,8,0,230,25,150305,"Horizontal Extrafamilial"
150303,8,0,230,1,140,"Oblique Extrafamilial"
150303,8,0,230,23,150302,"Horizontal Intrafamilial"
150303,8,0,230,3,150351,"Horizontal Extrafamilial"
150303,8,0,230,3,150349,"Oblique Extrafamilial"
150303,8,3,230,3,241,"Oblique Extrafamilial"
150303,8,0,230,1,150322,"Oblique Extrafamilial"
150303,8,0,230,21,150307,"Horizontal Extrafamilial"
150303,8,0,230,3,150327,"Horizontal Extrafamilial"
150304,16,0,205,5,150306,"Horizontal Extrafamilial"
150304,16,0,205,1,150352,"Oblique Extrafamilial"
150304,16,0,205,2,150350,"Oblique Extrafamilial"
150304,16,0,205,1,150353,"Oblique Extrafamilial"
150304,16,0,205,13,150356,"Horizontal Extrafamilial"
150304,16,1,205,34,150308,"Horizontal Extrafamilial"
150304,16,1,205,1,150332,"Vertical"
150304,16,2,205,9,150338,"Oblique Intrafamilial"
150304,16,0,205,6,150346,"Horizontal Extrafamilial"
150304,16,0,205,5,150343,"Horizontal Extrafamilial"
150304,16,0,205,1,150321,"Oblique Extrafamilial"
150304,16,0,205,1,150323,"Oblique Extrafamilial"
150304,16,0,205,10,150303,"Horizontal Extrafamilial"
150304,16,0,205,4,150302,"Horizontal Extrafamilial"
150304,16,0,205,10,150307,"Horizontal Extrafamilial"
150305,12,0,276,2,150345,"Oblique Extrafamilial"
150305,12,0,276,6,150347,"Oblique Extrafamilial"
150305,12,0,276,2,150346,"Horizontal Extrafamilial"
150305,12,0,276,2,150348,"Oblique Extrafamilial"
150305,12,0,276,11,150349,"Oblique Extrafamilial"
150305,12,0,276,5,150329,"Oblique Extrafamilial"
150305,12,0,276,6,150308,"Horizontal Intrafamilial"
150305,12,0,276,1,150353,"Oblique Extrafamilial"
150305,12,0,276,1,150356,"Horizontal Extrafamilial"
150305,12,0,276,1,141,"Oblique Extrafamilial"
150305,12,1,276,4,140,"Oblique Extrafamilial"
150305,12,0,276,16,131,"Horizontal Extrafamilial"
150305,12,0,276,9,150355,"Horizontal Extrafamilial"
150305,12,0,276,11,150303,"Horizontal Extrafamilial"
150305,12,0,276,17,150307,"Horizontal Extrafamilial"
150305,12,0,276,8,150310,"Horizontal Extrafamilial"
150305,12,0,276,8,150309,"Horizontal Extrafamilial"
150305,12,0,276,6,150302,"Horizontal Extrafamilial"
150305,12,0,276,11,230,"Horizontal Extrafamilial"
150305,12,0,276,2,111,"Horizontal Extrafamilial"
150305,12,4,276,5,150344,"Oblique Extrafamilial"
150306,12,0,276,24,150303,"Horizontal Intrafamilial"
150306,12,0,276,8,150351,"Horizontal Extrafamilial"
150306,12,0,276,6,231,"Horizontal Extrafamilial"
150306,12,0,276,8,150332,"Oblique Intrafamilial"
150306,12,0,276,4,150346,"Horizontal Intrafamilial"
150306,12,0,276,6,150345,"Vertical"
150306,12,0,276,1,150310,"Horizontal Extrafamilial"
150306,12,0,276,2,150301,"Horizontal Extrafamilial"
150306,12,1,276,1,150309,"Horizontal Extrafamilial"
150306,12,0,276,2,150302,"Horizontal Intrafamilial"
150306,12,0,276,7,150355,"Horizontal Extrafamilial"
150306,12,0,276,4,150350,"Oblique Extrafamilial"
150306,12,5,276,21,150347,"Oblique Intrafamilial"
150306,12,3,276,12,150349,"Oblique Extrafamilial"
150306,12,7,276,17,150344,"Vertical"
150306,12,0,276,3,140,"Oblique Extrafamilial"
150306,12,0,276,1,150324,"Horizontal Extrafamilial"
150307,9,1,279,7,150347,"Oblique Extrafamilial"
150307,9,3,279,47,150306,"Horizontal Extrafamilial"
150307,9,0,279,12,150324,"Horizontal Intrafamilial"
150307,9,0,279,6,150327,"Horizontal Intrafamilial"
150307,9,1,279,3,150332,"Oblique Extrafamilial"
150307,9,0,279,4,150310,"Horizontal Extrafamilial"
150307,9,0,279,8,150302,"Horizontal Extrafamilial"
150307,9,0,279,6,150309,"Horizontal Intrafamilial"
150307,9,0,279,5,150322,"Vertical"
150307,9,1,279,34,150303,"Horizontal Extrafamilial"
150307,9,0,279,3,150344,"Oblique Extrafamilial"
150307,9,5,279,37,150305,"Horizontal Extrafamilial"
150307,9,2,279,15,150352,"Oblique Intrafamilial"
150307,9,0,279,11,150301,"Horizontal Intrafamilial"
150307,9,0,279,5,150343,"Horizontal Extrafamilial"
150307,9,0,279,5,150348,"Oblique Extrafamilial"
150307,9,0,279,8,150325,"Oblique Intrafamilial"
150307,9,0,279,10,150304,"Horizontal Extrafamilial"
150307,9,0,279,4,150355,"Horizontal Extrafamilial"
150307,9,1,279,3,150340,"Oblique Extrafamilial"
150307,9,0,279,8,130,"Horizontal Extrafamilial"
150307,9,0,279,8,150356,"Horizontal Extrafamilial"
150307,9,0,279,8,150308,"Horizontal Extrafamilial"
150307,9,0,279,3,131,"Horizontal Extrafamilial"
150307,9,0,279,3,150346,"Horizontal Extrafamilial"
150307,9,0,279,5,150351,"Horizontal Extrafamilial"
150308,16,0,278,6,150307,"Horizontal Extrafamilial"
150308,16,0,278,7,150306,"Horizontal Extrafamilial"
150308,16,0,278,5,150309,"Horizontal Extrafamilial"
150308,16,0,278,8,150305,"Horizontal Intrafamilial"
150308,16,0,278,5,150310,"Horizontal Extrafamilial"
150308,16,0,278,10,150332,"Oblique Extrafamilial"
150308,16,2,278,3,230,"Horizontal Extrafamilial"
150308,16,2,278,8,150352,"Oblique Extrafamilial"
150308,16,0,278,1,150301,"Horizontal Extrafamilial"
150308,16,0,278,1,150322,"Oblique Extrafamilial"
150308,16,0,278,4,150303,"Horizontal Extrafamilial"
150308,16,1,278,13,150351,"Horizontal Extrafamilial"
150308,16,0,278,3,150346,"Horizontal Extrafamilial"
150308,16,0,278,5,110,"Horizontal Extrafamilial"
150308,16,0,278,5,150353,"Oblique Extrafamilial"
150308,16,1,278,10,150338,"Oblique Extrafamilial"
150308,16,0,278,4,150340,"Oblique Extrafamilial"
150308,16,0,278,3,150345,"Oblique Extrafamilial"
150308,16,0,278,6,150342,"Oblique Extrafamilial"
150308,16,0,278,2,150343,"Horizontal Extrafamilial"
150308,16,0,278,3,150302,"Horizontal Extrafamilial"
150308,16,0,278,1,150348,"Oblique Extrafamilial"
150308,16,0,278,2,150355,"Horizontal Extrafamilial"
150309,11,0,191,2,150322,"Vertical"
150309,11,0,191,3,150323,"Vertical"
150309,11,1,191,17,150307,"Horizontal Intrafamilial"
150309,11,1,191,28,150310,"Horizontal Extrafamilial"
150309,11,0,191,3,150325,"Oblique Intrafamilial"
150309,11,0,191,9,150306,"Horizontal Extrafamilial"
150309,11,0,191,8,150305,"Horizontal Extrafamilial"
150309,11,0,191,10,150303,"Horizontal Extrafamilial"
150309,11,0,191,4,150324,"Horizontal Intrafamilial"
150309,11,1,191,3,150326,"Oblique Extrafamilial"
150309,11,0,191,3,150304,"Horizontal Extrafamilial"
150309,11,1,191,2,150321,"Remote Generation"
150309,11,0,191,1,150302,"Horizontal Extrafamilial"
150309,11,0,191,1,150350,"Oblique Extrafamilial"
150309,11,0,191,1,150340,"Oblique Extrafamilial"
150309,11,0,191,2,150332,"Oblique Extrafamilial"
150309,11,0,191,1,150346,"Horizontal Extrafamilial"
150309,11,0,191,1,150345,"Oblique Extrafamilial"
150309,11,1,191,1,150320,"Remote Generation"
150310,11,0,92,1,131,"Horizontal Extrafamilial"
150310,11,0,92,1,150307,"Horizontal Extrafamilial"
150310,11,0,92,1,150306,"Horizontal Extrafamilial"
150310,11,0,92,5,150327,"Horizontal Intrafamilial"
150310,11,1,92,6,150326,"Oblique Intrafamilial"
150310,11,0,92,4,150356,"Horizontal Extrafamilial"
150310,11,0,92,4,150308,"Horizontal Extrafamilial"
150310,11,1,92,6,150352,"Oblique Extrafamilial"
150310,11,0,92,1,150321,"Oblique Extrafamilial"
150310,11,0,92,2,130,"Horizontal Extrafamilial"
150310,11,1,92,5,230,"Horizontal Extrafamilial"
150310,11,0,92,1,241,"Oblique Extrafamilial"
150310,11,0,92,4,150309,"Horizontal Extrafamilial"
150310,11,0,92,2,150346,"Horizontal Extrafamilial"
150310,11,0,92,3,150338,"Oblique Extrafamilial"
150310,11,0,92,2,150345,"Oblique Extrafamilial"
150310,11,0,92,1,150353,"Oblique Extrafamilial"
160101,11,0,186,13,160140,"Horizontal Intrafamilial"
160101,11,0,186,18,160125,"Horizontal Intrafamilial"
160101,11,0,186,14,160131,"Horizontal Extrafamilial"
160101,11,0,186,9,160103,"Horizontal Extrafamilial"
160101,11,0,186,5,160143,"Horizontal Intrafamilial"
160101,11,0,186,7,160142,"Oblique Intrafamilial"
160101,11,0,186,1,160145,"Oblique Extrafamilial"
160101,11,0,186,4,160120,"Vertical"
160101,11,0,186,1,160139,"Horizontal Intrafamilial"
160101,11,0,186,3,240,"Oblique Extrafamilial"
160101,11,0,186,1,131,"Horizontal Extrafamilial"
160101,11,0,186,1,211,"Horizontal Extrafamilial"
160101,11,0,186,1,160133,"Oblique Extrafamilial"
160102,6,4,276,24,160140,"Horizontal Intrafamilial"
160102,6,1,276,10,160137,"Vertical"
160103,4,0,184,22,160131,"Horizontal Intrafamilial"
160103,4,4,184,12,160101,"Horizontal Extrafamilial"
160103,4,1,184,7,160133,"Oblique Extrafamilial"
160103,4,0,184,2,160139,"Horizontal Extrafamilial"
160103,4,0,184,1,160121,"Oblique Intrafamilial"
160103,4,0,184,1,160146,"Oblique Extrafamilial"
160103,4,0,184,4,160145,"Remote Generation"
160103,4,0,184,2,160134,"Horizontal Extrafamilial"
160104,10,0,184,11,160103,"Horizontal Intrafamilial"
160104,10,1,184,7,160128,"Vertical"
160104,10,0,184,14,160131,"Horizontal Intrafamilial"
160104,10,0,184,6,160129,"Vertical"
160104,10,0,184,1,160142,"Oblique Extrafamilial"
160104,10,1,184,3,160145,"Remote Generation"
160104,10,0,184,2,160126,"Horizontal Extrafamilial"
160104,10,2,184,3,160132,"Oblique Intrafamilial"
160104,10,0,184,2,160134,"Horizontal Extrafamilial"
160104,10,0,184,15,160139,"Horizontal Extrafamilial"
160104,10,0,184,6,160140,"Horizontal Extrafamilial"
160104,10,0,184,16,160101,"Horizontal Extrafamilial"
160104,10,0,184,12,131,"Horizontal Extrafamilial"
110104,10,0,46,2,110114,"Horizontal Intrafamilial"
110104,10,0,46,4,110156,"Horizontal Extrafamilial"
110109,8,1,276,2,140,"Oblique Extrafamilial"
110109,8,0,276,1,110113,"Oblique Extrafamilial"
110109,8,0,276,2,110146,"Oblique Extrafamilial"
110109,8,0,276,1,110140,"Horizontal Intrafamilial"
120103,5,0,276,1,120131,"Oblique Intrafamilial"
120103,5,0,276,1,120108,"Horizontal Extrafamilial"
120104,4,0,274,2,120138,"Oblique Intrafamilial"
120104,4,0,274,1,120127,"Oblique Intrafamilial"
120105,14,0,277,3,120103,"Horizontal Extrafamilial"
120105,14,8,277,8,241,"Oblique Extrafamilial"
120105,14,0,277,2,221,"Horizontal Extrafamilial"
120106,5,0,283,1,120145,"Oblique Extrafamilial"
120107,13,0,230,3,120129,"Oblique Extrafamilial"
120107,13,0,230,2,120103,"Horizontal Extrafamilial"
120107,13,2,230,2,120133,"Oblique Intrafamilial"
120108,15,0,229,2,120107,"Horizontal Extrafamilial"
120108,15,0,229,1,110,"Horizontal Extrafamilial"
120108,15,0,229,5,120,"Horizontal Extrafamilial"
120108,15,0,229,3,120106,"Horizontal Extrafamilial"
120108,15,0,229,3,120103,"Horizontal Extrafamilial"
120108,15,0,229,1,120142,"Horizontal Extrafamilial"
120108,15,0,229,1,120137,"Oblique Extrafamilial"
120108,15,0,229,2,120131,"Oblique Extrafamilial"
120109,13,1,276,8,120125,"Oblique Intrafamilial"
120110,16,0,276,1,120135,"Oblique Extrafamilial"
120111,16,0,184,1,120128,"Oblique Intrafamilial"
120111,16,1,184,2,141,"Oblique Extrafamilial"
120203,6,0,180,1,120240,"Horizontal Intrafamilial"
120203,6,0,180,1,120237,"Oblique Extrafamilial"
120205,4,0,184,4,120254,"Horizontal Extrafamilial"
120205,4,0,184,1,120207,"Horizontal Extrafamilial"
120206,13,2,271,2,220,"Horizontal Extrafamilial"
120208,6,0,225,1,120227,"Oblique Extrafamilial"
120208,6,0,225,1,120222,"Oblique Extrafamilial"
130401,10,0,277,1,130433,"Oblique Extrafamilial"
130402,13,1,245,1,140,"Oblique Extrafamilial"
130404,9,0,242,6,130422,"Oblique Intrafamilial"
130404,9,2,242,2,241,"Oblique Extrafamilial"
130404,9,1,242,1,130438,"Vertical"
150103,11,0,276,1,240,"Oblique Extrafamilial"
150103,11,0,276,2,150122,"Oblique Extrafamilial"
150103,11,1,276,1,150126,"Oblique Extrafamilial"
150103,11,1,276,1,150121,"Oblique Intrafamilial"
150106,6,1,322,2,150131,"Horizontal Extrafamilial"
150108,7,1,184,3,150124,"Horizontal Extrafamilial"
150108,7,0,184,1,150126,"Oblique Extrafamilial"
150108,7,0,184,1,150127,"Oblique Extrafamilial"
150202,5,1,276,4,241,"Oblique Extrafamilial"
150204,14,0,185,1,150202,"Horizontal Extrafamilial"
150204,14,0,185,1,150233,"Horizontal Intrafamilial"
150204,14,0,185,2,150205,"Horizontal Intrafamilial"
150204,14,0,185,1,150238,"Horizontal Intrafamilial"
150205,12,0,276,1,140,"Oblique Extrafamilial"
150301,4,0,288,2,150344,"Oblique Extrafamilial"
150301,4,0,288,1,150347,"Oblique Extrafamilial"
150301,4,0,288,1,150333,"Oblique Extrafamilial"
150301,4,0,288,1,150353,"Oblique Extrafamilial"
150301,4,0,288,2,150342,"Oblique Extrafamilial"
150303,8,0,230,1,150340,"Remote Generation"
150303,8,0,230,1,150325,"Oblique Extrafamilial"
150304,16,0,205,1,150347,"Oblique Intrafamilial"
150304,16,0,205,4,150305,"Horizontal Extrafamilial"
150305,12,0,276,2,150325,"Oblique Extrafamilial"
150305,12,0,276,1,150320,"Oblique Extrafamilial"
150305,12,1,276,1,150332,"Oblique Extrafamilial"
